,ALL,WMO ID,NAME,LON,NOMINAL SAMPLING INTERVAL,ELEVATION,STATE,LAT,N HOURS OFFSET FROM GMT,ID,NYEARS,START,END,nyearsg,mev_10,gev_10,mev_20,gev_20,mev_50,gev_50,mev_100,gev_100
1282,USC00352408  43.7847 -123.4247  225.6 OR DRAIN 10 NNW                                                                              15    -8,     ,DRAIN 10 NNW                                                                     ,-123.4247,15,225.6,OR,43.7847,-8,USC00352408,61.0,1957.0,2017.0,37,106.33995066647418,96.07975016319496,123.62485102462512,104.62148676259373,148.05750356810503,114.26037743431863,168.02059326548684,120.5633524836764
1283,USC00352697  45.0767 -121.9714  670.6 OR ESTACADA 24 SE                                                                            15    -8,     ,ESTACADA 24 SE                                                                   ,-121.9714,15,670.6,OR,45.0767,-8,USC00352697,70.0,1948.0,2017.0,54,79.30652189774305,79.78621259237707,89.87847320348642,87.5937872666143,104.13143337755194,97.38705817207244,115.30481080478555,104.50118341379785
1285,USC00352867  44.0494 -123.3702  147.8 OR FERN RIDGE-VENETA                                                                         15    -8,     ,FERN RIDGE-VENETA                                                                ,-123.3702,15,147.8,OR,44.0494,-8,USC00352867,69.0,1948.0,2017.0,42,78.71852035253652,81.85550253106248,92.41981113278626,91.53989938872478,111.4888244119667,103.2482920392936,126.72106823445608,111.44883118868302
1286,USC00352972  44.0000 -124.1167   14.9 OR FLORENCE 3 NNW                                                                            15    -8,     ,FLORENCE 3 NNW                                                                   ,-124.1167,15,14.9,OR,44.0,-8,USC00352972,70.0,1948.0,2017.0,44,103.44057495690289,112.0155949502765,118.02173591911331,127.00273112467673,137.77335791380426,146.5699445706872,153.2990726469138,161.35800926798453
1287,USC00353047  44.4139 -122.6728  167.6 OR FOSTER DAM                                                                                15    -8,     ,FOSTER DAM                                                                       ,-122.6728,15,167.6,OR,44.4139,-8,USC00353047,49.0,1969.0,2017.0,33,69.48223100844218,75.82397667963477,78.10725538463319,87.08687246109122,89.62427750116576,102.98964854094507,98.5337506196382,115.96977845755546
1288,USC00353232  42.2050 -121.1315 1478.3 OR GERBER DAM                                                                                15    -8,     ,GERBER DAM                                                                       ,-121.1315,15,1478.3,OR,42.205,-8,USC00353232,60.0,1958.0,2017.0,25,34.0160290782712,41.41943167629877,39.28703673877819,50.41162085418179,46.46821617078331,65.19530002047797,52.06915453372583,79.18708970781722
1289,USC00353305  42.7667 -123.4000  458.1 OR GLENDALE 2 NE                                                                             15    -8,     ,GLENDALE 2 NE                                                                    ,-123.4,15,458.1,OR,42.7667,-8,USC00353305,68.0,1950.0,2017.0,49,105.68053513998244,99.23818632060684,125.80099954623674,113.84205598023851,154.20881241890675,133.3410655344561,177.2672678259481,148.40660461944572
1290,USC00353318  45.6561 -123.3108  196.3 OR GLENWOOD 2 WNW                                                                            15    -8,     ,GLENWOOD 2 WNW                                                                   ,-123.3108,15,196.3,OR,45.6561,-8,USC00353318,70.0,1948.0,2017.0,26,113.11670827089486,103.18835847432086,132.04720199058232,114.68749801973502,158.99165650580574,128.80328448874388,181.28350628067992,138.84052628135595
1291,USC00353340  45.9891 -122.9269  161.5 OR GOBLE 3 SW                                                                                15    -8,     ,GOBLE 3 SW                                                                       ,-122.9269,15,161.5,OR,45.9891,-8,USC00353340,70.0,1948.0,2017.0,39,63.87577192954982,64.00267101345409,72.44702082217074,71.59251367440147,84.23759538849643,82.0176147780376,93.7012794095392,90.29980271529001
1292,USC00353402  45.3013 -121.7416 1213.1 OR GOVERNMENT CAMP                                                                           15    -8,     ,GOVERNMENT CAMP                                                                  ,-121.7416,15,1213.1,OR,45.3013,-8,USC00353402,64.0,1954.0,2017.0,25,106.44432733141532,99.14391394476358,119.33167716822021,104.89635061361702,136.53984027856802,110.91891667542797,149.89019993926004,114.5720476997433
1293,USC00353604  44.8773 -117.1095  808.6 OR HALFWAY                                                                                   15    -8,     ,HALFWAY                                                                          ,-117.1095,15,808.6,OR,44.8773,-8,USC00353604,44.0,1974.0,2017.0,21,40.93618985229797,44.81005280783165,46.051174558292,50.84060224840032,52.81333874504855,59.321065276567175,58.003635795171114,66.21554803456273
1294,USC00353915  43.7500 -122.5000  390.1 OR HILLS CREEK DAM                                                                           15    -8,     ,HILLS CREEK DAM                                                                  ,-122.5,15,390.1,OR,43.75,-8,USC00353915,58.0,1960.0,2017.0,42,61.64596310850874,68.1535097714845,71.97197829589213,80.59700704251608,86.05734228751282,99.75867428699064,97.21640948578172,116.77958643653233
1295,USC00354238  44.7234 -123.0134   67.1 OR JEFFERSON                                                                                 15    -8,     ,JEFFERSON                                                                        ,-123.0134,15,67.1,OR,44.7234,-8,USC00354238,70.0,1948.0,2017.0,56,66.128110902713,69.0935976169481,75.39936137725142,76.40837378005588,87.94684153405251,85.31890844665625,97.8549595879076,91.60676808862637
1296,USC00354321  42.9792 -117.0533 1338.1 OR JORDAN VALLEY                                                                             15    -7,     ,JORDAN VALLEY                                                                    ,-117.0533,15,1338.1,OR,42.9792,-7,USC00354321,70.0,1948.0,2017.0,39,27.31386886680181,29.82023311146484,31.63265818778862,33.35377271321741,37.41152501308352,37.57756095673731,41.94015503097241,40.50270188495519
1297,USC00354606  44.6253 -122.7189  158.5 OR LACOMB 3 NNE                                                                              15    -8,     ,LACOMB 3 NNE                                                                     ,-122.7189,15,158.5,OR,44.6253,-8,USC00354606,31.0,1987.0,2017.0,16,71.93223320244729,79.86009856136866,81.16245485324994,95.39669639134556,93.49804054315163,120.67111943431183,103.02152080725345,144.34851982420628
1298,USC00354622  45.3167 -118.0747  839.7 OR LA GRANDE                                                                                 15    -8,     ,LA GRANDE                                                                        ,-118.0747,15,839.7,OR,45.3167,-8,USC00354622,52.0,1966.0,2017.0,28,32.200876662142065,43.098120886620535,36.942272123741716,49.78789764440327,43.33699802520381,58.83501200070228,48.33786282509975,65.9135727504346
1299,USC00355050  43.9139 -122.7600  217.0 OR LOOKOUT POINT DAM                                                                         15    -8,     ,LOOKOUT POINT DAM                                                                ,-122.76,15,217.0,OR,43.9139,-8,USC00355050,63.0,1955.0,2017.0,39,73.50647608304381,75.12317993670139,85.45174195960483,88.34689427984412,102.02210932404743,108.15955835949049,115.3272925333542,125.29573106458695
1300,USC00355055  42.6722 -122.6750  481.6 OR LOST CREEK DAM                                                                            15    -8,     ,LOST CREEK DAM                                                                   ,-122.675,15,481.6,OR,42.6722,-8,USC00355055,48.0,1970.0,2017.0,26,60.04620139674622,70.740003967123,69.87732503575388,83.34255730976203,83.55576205298563,101.70356639115464,94.54360415887672,117.15669646643946
1301,USC00355213  44.1706 -122.8714  166.1 OR MARCOLA                                                                                   15    -8,     ,MARCOLA                                                                          ,-122.8714,15,166.1,OR,44.1706,-8,USC00355213,70.0,1948.0,2017.0,46,86.01360063448578,90.70195039919645,98.06455048046689,102.32494003787508,114.32959696903218,117.68301051104486,127.03657542059312,129.42799834645143
1302,USC00355221  44.6125 -121.9486  754.4 OR MARION FORKS FISH HATCH.                                                                  15    -8,     ,MARION FORKS FISH HATCH.                                                         ,-121.9486,15,754.4,OR,44.6125,-8,USC00355221,70.0,1948.0,2017.0,40,106.59821113514862,100.09457427069461,121.71155465591781,110.90800477987835,142.18572944364414,124.74576409991124,158.27149914921173,134.99881166122688
1304,USC00355734  45.4825 -120.7236  570.0 OR MORO                                                                                      15    -8,     ,MORO                                                                             ,-120.7236,15,570.0,OR,45.4825,-8,USC00355734,69.0,1948.0,2017.0,49,26.080874840758003,30.190426005989153,30.79950609009911,35.14740908721919,37.44475496420874,42.088870797710904,42.891052668045184,47.7089294974932
1305,USC00355969  45.7149 -123.8869    6.7 OR NEHALEM                                                                                   15    -8,     ,NEHALEM                                                                          ,-123.8869,15,6.7,OR,45.7149,-8,USC00355969,70.0,1948.0,2017.0,48,111.25033160834971,110.55652543335353,126.0151054362492,122.85993885251787,145.84159229471615,138.45240251397976,161.29173358365264,149.89534819072293
1306,USC00356238  44.2994 -120.7264  931.8 OR OCHOCO DAM                                                                                15    -8,     ,OCHOCO DAM                                                                       ,-120.7264,15,931.8,OR,44.2994,-8,USC00356238,66.0,1948.0,2013.0,37,28.220571196733584,32.80743731433056,33.25076118406795,37.56976623455031,40.47561469673333,43.8706639391078,46.45109773041735,48.69540635150282
1308,USC00356636  45.5003 -118.6156  585.2 OR PILOT ROCK 11 E                                                                           15    -8,     ,PILOT ROCK 11 E                                                                  ,-118.6156,15,585.2,OR,45.5003,-8,USC00356636,34.0,1978.0,2011.0,22,39.129913952209435,44.87874809275273,44.85771407134882,54.37512768501038,52.683130438644895,70.28033341067763,58.82835102263211,85.6058107687366
1309,USC00357056  44.2627 -121.1577  927.2 OR REDMOND 1 SSE                                                                             15    -8,     ,REDMOND 1 SSE                                                                    ,-121.1577,15,927.2,OR,44.2627,-8,USC00357056,33.0,1980.0,2012.0,14,21.479668978841783,27.24020246869741,24.420682584710963,29.79922941826092,28.14336438326904,32.80341178395992,30.91714609520342,34.84689386055048
1310,USC00357127  45.3033 -122.9133  157.0 OR REX 1 S                                                                                   15    -8,     ,REX 1 S                                                                          ,-122.9133,15,157.0,OR,45.3033,-8,USC00357127,70.0,1948.0,2017.0,56,70.41688598773521,66.34441990139857,81.02159744811209,71.8609423572936,95.9375354549514,78.04320479077893,108.09956570392644,82.05804853545742
1311,USC00357554  44.4355 -121.9428 1143.0 OR SANTIAM JUNCTION                                                                          15    -8,     ,SANTIAM JUNCTION                                                                 ,-121.9428,15,1143.0,OR,44.4355,-8,USC00357554,67.0,1948.0,2017.0,29,91.84770441353848,99.54197129233108,105.14543172548586,110.60282674732099,122.90592534832177,124.36447829842146,136.6097908011935,134.28123297137253
1312,USC00357572  45.6555 -122.8338   12.2 OR SAUVIES ISLAND                                                                            15    -8,     ,SAUVIES ISLAND                                                                   ,-122.8338,15,12.2,OR,45.6555,-8,USC00357572,70.0,1948.0,2017.0,58,69.37913047115944,66.64731835767535,79.04250559529575,72.16179917823794,92.31019034772343,78.5657231346404,102.90897674002726,82.87494747835487
1314,USC00357817  43.1244 -121.0619 1335.6 OR SILVER LAKE RS                                                                            15    -8,     ,SILVER LAKE RS                                                                   ,-121.0619,15,1335.6,OR,43.1244,-8,USC00357817,49.0,1968.0,2017.0,23,25.94894120661343,33.95251807622118,29.928206692129578,40.54136725615368,35.33109874367286,50.65082103839105,39.60510725108511,59.59929125420873
1315,USC00357823  45.0058 -122.7739  124.4 OR SILVERTON                                                                                 15    -8,     ,SILVERTON                                                                        ,-122.7739,15,124.4,OR,45.0058,-8,USC00357823,56.0,1962.0,2017.0,40,64.24912703911306,65.40657617134642,72.67251925347591,69.35902218477938,83.90897558867768,73.29188950637341,92.60571451272064,75.55822278082549
1316,USC00358263  43.4667 -123.0667  317.0 OR SUTHERLIN 14 ENE                                                                          15    -8,     ,SUTHERLIN 14 ENE                                                                 ,-123.0667,15,317.0,OR,43.4667,-8,USC00358263,63.0,1955.0,2017.0,29,90.89762683462826,97.2885739503164,104.5122156726685,113.05231893616431,122.99434015587262,134.84102140370962,137.52497648071096,152.25788432637768
1317,USC00358504  45.4667 -123.6667   75.9 OR TILLAMOOK 9 E                                                                             15    -8,     ,TILLAMOOK 9 E                                                                    ,-123.6667,15,75.9,OR,45.4667,-8,USC00358504,68.0,1949.0,2016.0,37,166.05994255413694,154.43369549393788,188.75320570084168,167.65835908019207,219.25334751142762,182.95212005043265,242.98768531822623,193.2006407311144
1318,USC00358512  43.0067 -122.6961  762.0 OR TILLER 15 ENE                                                                             15    -8,     ,TILLER 15 ENE                                                                    ,-122.6961,15,762.0,OR,43.0067,-8,USC00358512,63.0,1955.0,2017.0,36,67.91048998066941,69.6121016054964,78.28353992926314,74.72904594140101,92.3927038137845,80.07618415942446,103.48969378639629,83.31347055329528
1319,USC00358717  45.2461 -121.1711  347.5 OR TYGH VALLEY                                                                               15    -8,     ,TYGH VALLEY                                                                      ,-121.1711,15,347.5,OR,45.2461,-8,USC00358717,45.0,1972.0,2017.0,16,37.76148821826873,38.41882501525822,49.18914786769669,46.824319376370426,67.02011837288181,60.199095913176336,81.26830973367058,72.46347019500942
1320,USC00358790  43.4825 -122.6008  565.4 OR UPPER STEAMBOAT CREEK                                                                     15    -8,     ,UPPER STEAMBOAT CREEK                                                            ,-122.6008,15,565.4,OR,43.4825,-8,USC00358790,62.0,1956.0,2017.0,26,85.59119097828183,98.37840520324008,98.72983378624313,112.59135746923643,119.14274382155538,131.1957622381851,138.21125312703663,145.29201350766672
1321,USC00358884  45.8652 -123.1902  190.5 OR VERNONIA NO. 2                                                                            15    -8,     ,VERNONIA NO. 2                                                                   ,-123.1902,15,190.5,OR,45.8652,-8,USC00358884,54.0,1964.0,2017.0,26,70.75622646460789,82.81576478144837,81.33255278222832,92.34652192991241,96.05287301367329,104.22680064720123,107.90500578441815,112.80379526157023
1322,USC00359213  45.8214 -118.4303  585.8 OR WESTON                                                                                    15    -8,     ,WESTON                                                                           ,-118.4303,15,585.8,OR,45.8214,-8,USC00359213,65.0,1953.0,2017.0,26,37.475693781414186,41.200856642288,42.8145904417377,48.937360825197345,49.93000756499581,60.068206144990064,55.434387371125815,69.32197479365959
1323,USC00359581  44.6333 -124.0500   13.7 OR YAQUINA BAY LIGHTBOAT STN                                                                 15    -8,     ,YAQUINA BAY LIGHTBOAT STN                                                        ,-124.05,15,13.7,OR,44.6333,-8,USC00359581,52.0,1966.0,2017.0,35,108.91420510919725,109.53159957271562,124.90267619073693,122.22390347762405,146.56855265514892,139.50547200952687,163.55528639888948,153.11714324843894
1324,USC00360147  41.3585  -77.9262  283.5 PA ALVIN R BUSH DAM                                                                          15    -5,     ,ALVIN R BUSH DAM                                                                 ,-77.9262,15,283.5,PA,41.3585,-5,USC00360147,54.0,1963.0,2017.0,32,74.8785743351964,79.29619778697239,85.81288450980392,90.76021196530294,100.79489696933732,106.7893163473679,112.70623071248816,119.74771747875926
1325,USC00360560  40.8619  -75.6428  224.0 PA BELTZVILLE DAM                                                                            15    -5,     ,BELTZVILLE DAM                                                                   ,-75.6428,15,224.0,PA,40.8619,-5,USC00360560,28.0,1989.0,2017.0,12,118.32313114394465,116.0465306453872,135.73167122146847,130.52582570803838,159.11495166449055,149.51225258466835,177.2847150465497,163.92293712343462
1326,USC00360725  40.3027  -77.5894  249.9 PA BLAIN 5SW                                                                                 15    -5,     ,BLAIN 5SW                                                                        ,-77.5894,15,249.9,PA,40.3027,-5,USC00360725,70.0,1948.0,2017.0,33,97.37726599744046,101.81045806192256,114.20893268887042,117.34775055897269,138.17061523699016,138.87974771298894,157.94681176712785,156.13567402529486
1328,USC00360821  40.1597  -79.0287  570.6 PA BOSWELL                                                                                   15    -5,     ,BOSWELL                                                                          ,-79.0287,15,570.6,PA,40.1597,-5,USC00360821,57.0,1960.0,2016.0,22,68.11590839545343,70.96080015536263,77.85404701138185,85.16272574357669,91.237604097066,108.4006701576202,101.9111874559407,130.29297885940264
1329,USC00361139  40.8415  -79.9163  304.8 PA BUTLER 2 SW                                                                               15    -5,     ,BUTLER 2 SW                                                                      ,-79.9163,15,304.8,PA,40.8415,-5,USC00361139,45.0,1967.0,2017.0,25,76.51101104700165,69.76631895285689,87.25435024072452,75.62844337396315,101.82730045027506,82.14540934184105,113.30196971264532,86.34371876396156
1331,USC00361961  40.9583  -78.5294  355.1 PA CURWENSVILLE LAKE                                                                         15    -5,     ,CURWENSVILLE LAKE                                                                ,-78.5294,15,355.1,PA,40.9583,-5,USC00361961,49.0,1969.0,2017.0,21,74.04805136291753,74.31238639658767,84.11544903830078,82.93159469326095,97.78973952488342,94.57745626908974,108.56782669964576,103.68117796426819
1332,USC00362245  41.3421  -78.1401  249.9 PA DRIFTWOOD                                                                                 15    -5,     ,DRIFTWOOD                                                                        ,-78.1401,15,249.9,PA,41.3421,-5,USC00362245,70.0,1948.0,2017.0,34,75.31989184279085,77.92710399152118,86.6159281989605,88.33343625858211,102.00538720317665,102.15270415389233,114.16084650906842,112.77300134435077
1334,USC00362721  40.0136  -78.3653  304.8 PA EVERETT                                                                                   15    -5,     ,EVERETT                                                                          ,-78.3653,15,304.8,PA,40.0136,-5,USC00362721,67.0,1948.0,2017.0,22,72.33860052169732,70.6747344756433,83.30566132227449,79.76372686260319,98.14491389062346,91.59003486786662,109.76369188646842,100.49792596271303
1335,USC00363018  41.1184  -75.7277  459.9 PA FRANCIS E WALTER DAM                                                                      15    -5,     ,FRANCIS E WALTER DAM                                                             ,-75.7277,15,459.9,PA,41.1184,-5,USC00363018,55.0,1963.0,2017.0,29,93.09885483781068,90.67737571079601,108.7128392164109,109.03775604925872,130.66924375824576,137.52636452762695,148.568704245491,163.01960351658374
1336,USC00363028  41.4004  -79.8305  309.4 PA FRANKLIN                                                                                  15    -5,     ,FRANKLIN                                                                         ,-79.8305,15,309.4,PA,41.4004,-5,USC00363028,69.0,1948.0,2017.0,23,68.9877462420178,68.0580471465589,78.597515606809,74.62141267818106,91.52808377580689,82.42314131998074,101.61419800983462,87.7961990751864
1338,USC00364001  40.4383  -78.4169  301.8 PA HOLLIDAYSBURG 2NW                                                                         15    -5,     ,HOLLIDAYSBURG 2NW                                                                ,-78.4169,15,301.8,PA,40.4383,-5,USC00364001,68.0,1948.0,2016.0,45,78.41715859975086,82.63075482611924,90.6867476024089,93.95844248029702,107.74542741970468,108.72272494817925,121.45855081112933,119.86222349109374
1339,USC00364325  41.4992  -80.4681  317.0 PA JAMESTOWN 2 NW                                                                            15    -5,     ,JAMESTOWN 2 NW                                                                   ,-80.4681,15,317.0,PA,41.4992,-5,USC00364325,68.0,1948.0,2017.0,34,75.17464100504745,70.92198890835218,87.07636772002792,79.59904070857617,103.66709517277252,90.96392943971834,117.12410741738411,99.58003214181596
1340,USC00364432  41.6767  -78.8036  533.4 PA KANE 1NNE                                                                                 15    -5,     ,KANE 1NNE                                                                        ,-78.8036,15,533.4,PA,41.6767,-5,USC00364432,68.0,1949.0,2017.0,28,79.26324061654958,78.02110027463172,91.27811019759436,88.7345078243408,108.09260500505346,103.06431155015098,121.74285313616302,114.1552464292706
1341,USC00364763  40.0499  -76.2742   82.3 PA LANCASTER 2 NE FILT PLANT                                                                 15    -5,     ,LANCASTER 2 NE FILT PLANT                                                        ,-76.2742,15,82.3,PA,40.0499,-5,USC00364763,68.0,1948.0,2017.0,31,91.0838956816054,89.99964890956826,105.6774933438946,103.06099968144827,125.65830242554732,121.11457127245846,141.4894935933641,135.54584656663167
1342,USC00364778  40.1167  -76.4333  109.7 PA LANDISVILLE 2 NW                                                                          15    -5,     ,LANDISVILLE 2 NW                                                                 ,-76.4333,15,109.7,PA,40.1167,-5,USC00364778,66.0,1952.0,2017.0,37,97.57398584084062,106.35475187192776,114.02272619053845,129.1302156053568,137.09516127250905,164.29571380908362,155.83472583037076,195.61357385861925
1343,USC00365731  41.9280  -76.5475  259.1 PA MILAN 1 N                                                                                 15    -5,     ,MILAN 1 N                                                                        ,-76.5475,15,259.1,PA,41.928,-5,USC00365731,65.0,1948.0,2017.0,27,70.05249292526995,75.06000813141162,81.41945402383666,85.92087094078381,97.06371704359539,100.39207065000957,109.54898283242787,111.55007448111016
1344,USC00365790  40.8847  -77.4750  341.4 PA MILLHEIM                                                                                  15    -5,     ,MILLHEIM                                                                         ,-77.475,15,341.4,PA,40.8847,-5,USC00365790,49.0,1969.0,2017.0,26,88.18886141129515,93.73951889045497,101.4163983092367,107.65834025341053,119.26380679798915,126.83587950955285,133.20297538879797,142.11772475790207
1345,USC00366111  40.4120  -79.7245  262.1 PA MURRYSVILLE 2 SW                                                                          15    -5,     ,MURRYSVILLE 2 SW                                                                 ,-79.7245,15,262.1,PA,40.412,-5,USC00366111,67.0,1948.0,2017.0,28,83.21695667212367,81.75355875427566,96.61106174886703,92.56807342578065,115.24064376317969,107.02152263494796,130.19370967351625,118.1993351375199
1346,USC00366233  41.0172  -80.3615  251.5 PA NEW CASTLE 1 N                                                                            15    -5,     ,NEW CASTLE 1 N                                                                   ,-80.3615,15,251.5,PA,41.0172,-5,USC00366233,69.0,1948.0,2017.0,24,83.29440412451625,76.26369398898515,99.44155701772587,89.95119824514856,122.1638973113795,110.61643301309175,140.28796552913934,128.62381455655654
1347,USC00366792  40.8652  -75.2458  218.8 PA PEN ARGYL                                                                                 15    -5,     ,PEN ARGYL                                                                        ,-75.2458,15,218.8,PA,40.8652,-5,USC00366792,46.0,1967.0,2012.0,22,124.0905692151711,126.12653185802343,143.6238752052136,148.0734386472908,170.60679769910956,181.59909587900864,192.1294400131081,211.14773565015446
1348,USC00366916  40.9017  -78.0842  592.8 PA PHILIPSBURG 8 E                                                                           15    -5,     ,PHILIPSBURG 8 E                                                                  ,-78.0842,15,592.8,PA,40.9017,-5,USC00366916,69.0,1948.0,2017.0,34,87.98973876085388,90.37908510584168,101.97631625183615,99.32238166936797,121.40166956855357,110.05879513788652,136.97595830597237,117.52606331138298
1349,USC00367186  41.5890  -75.3303  374.9 PA PROMPTON DAM                                                                              15    -5,     ,PROMPTON DAM                                                                     ,-75.3303,15,374.9,PA,41.589,-5,USC00367186,52.0,1966.0,2017.0,21,88.29060641001175,98.76373666700266,101.79729499875617,117.22609196422471,120.0593764457584,144.67050017026963,134.40314328869547,168.2258616978096
1350,USC00367229  40.9248  -79.2825  390.1 PA PUTNEYVILLE 2 SE DAM                                                                      15    -5,     ,PUTNEYVILLE 2 SE DAM                                                             ,-79.2825,15,390.1,PA,40.9248,-5,USC00367229,70.0,1948.0,2017.0,14,69.71115331765641,70.5313304815571,79.06444635191704,78.16212245605595,91.39379945163657,86.91371580326094,100.82802897171833,92.72980996641107
1352,USC00367931  40.8153  -76.8556  133.2 PA SELINSGROVE CAA AIRPORT                                                                   15    -5,     ,SELINSGROVE CAA AIRPORT                                                          ,-76.8556,15,133.2,PA,40.8153,-5,USC00367931,45.0,1949.0,2017.0,26,89.07186417775668,88.19271191860999,101.67537522466505,97.94387653903578,118.58792900487144,110.3271907223818,131.72835379326935,119.43347479154028
1353,USC00367938  40.3589  -75.3222  103.6 PA SELLERSVILLE                                                                              15    -5,     ,SELLERSVILLE                                                                     ,-75.3222,15,103.6,PA,40.3589,-5,USC00367938,50.0,1948.0,2017.0,34,103.3778405211341,100.37991954551296,119.71516450302367,118.95428513058638,142.14646495629742,147.34242198439168,160.06143817311198,172.37525210367005
1354,USC00368026  41.7095  -79.1261  585.2 PA SHEFFIELD 5 W                                                                             15    -5,     ,SHEFFIELD 5 W                                                                    ,-79.1261,15,585.2,PA,41.7095,-5,USC00368026,70.0,1948.0,2017.0,33,75.88575506847576,81.68724610049952,87.0705397268558,96.81937974848495,102.37362362899493,119.83251715036857,114.50473883997029,140.02829524340544
1355,USC00368057  41.1831  -76.1488  208.8 PA SHICKSHINNY 3 N                                                                           15    -5,     ,SHICKSHINNY 3 N                                                                  ,-76.1488,15,208.8,PA,41.1831,-5,USC00368057,44.0,1971.0,2017.0,14,99.22267116646385,98.7207215880652,117.039505915873,118.8378613211917,141.48678333770977,149.56416370107732,160.7800344914916,176.64189248677837
1358,USC00368469  41.4039  -78.0183  284.1 PA STEVENSON DAM                                                                             15    -5,     ,STEVENSON DAM                                                                    ,-78.0183,15,284.1,PA,41.4039,-5,USC00368469,46.0,1969.0,2017.0,21,75.61330364060686,86.63106136691141,86.80291677891888,98.55809016374386,101.95030533221434,114.68496975778706,113.79120739879333,127.30052040014822
1359,USC00368491  41.6972  -75.4827  502.9 PA STILLWATER DAM                                                                            15    -5,     ,STILLWATER DAM                                                                   ,-75.4827,15,502.9,PA,41.6972,-5,USC00368491,57.0,1960.0,2017.0,23,80.16798982009435,81.75481441805243,91.98977461419906,98.83490686066126,108.2630325063935,126.6787132069681,121.21211853484881,152.81622146928746
1360,USC00368868  41.8975  -77.1419  374.9 PA TIOGA HAMMOND DAM                                                                         15    -5,     ,TIOGA HAMMOND DAM                                                                ,-77.1419,15,374.9,PA,41.8975,-5,USC00368868,43.0,1975.0,2017.0,14,75.78158552115075,82.41854477967885,88.16512661423397,93.40313049858514,105.26086410685153,108.38296233106936,118.88733388730215,120.19986860693498
1361,USC00368873  41.4792  -79.4432  365.8 PA TIONESTA 2 SE LAKE                                                                        15    -5,     ,TIONESTA 2 SE LAKE                                                               ,-79.4432,15,365.8,PA,41.4792,-5,USC00368873,69.0,1948.0,2017.0,34,77.34268183222639,70.95714958261915,88.5759552532576,81.89780348553063,103.92991536832716,98.02860009430835,116.08648088993282,111.76351499699398
1362,USC00368905  41.7511  -76.4430  231.6 PA TOWANDA 1 S                                                                               15    -5,     ,TOWANDA 1 S                                                                      ,-76.443,15,231.6,PA,41.7511,-5,USC00368905,70.0,1948.0,2017.0,43,74.89215218953423,75.58281588409099,86.79093524236934,87.66139785168326,103.3062967864925,104.80835152203207,116.59605021194487,118.87828086144728
1363,USC00369042  41.9004  -79.8610  426.7 PA UNION CITY FILTRATION PLANT                                                               15    -5,     ,UNION CITY FILTRATION PLANT                                                      ,-79.861,15,426.7,PA,41.9004,-5,USC00369042,62.0,1950.0,2017.0,34,70.22881156409726,73.76911433346373,80.61416329653915,83.94705445701018,94.82036050069192,97.6627615160686,106.04144645393914,108.35672823611688
1364,USC00380613  34.6015  -82.4332  201.2 SC BELTON 7 NNE                                                                              15    -5,     ,BELTON 7 NNE                                                                     ,-82.4332,15,201.2,SC,34.6015,-5,USC00380613,60.0,1958.0,2017.0,42,118.90279674238393,112.99955958708743,137.63557731671813,129.44082459585007,163.33130593350674,152.58372013009864,183.68182384762585,171.41635212237244
1365,USC00380736  34.2105  -80.2304   61.9 SC BISHOPVILLE 1ENE                                                                          15    -5,     ,BISHOPVILLE 1ENE                                                                 ,-80.2304,15,61.9,SC,34.2105,-5,USC00380736,70.0,1948.0,2017.0,39,115.3915036187663,117.66624766895723,133.13585779539727,135.37591046500705,157.27253882524502,159.83332195608097,176.26045323163913,179.3670120895135
1366,USC00381277  34.0905  -82.5883  161.5 SC CALHOUN FALLS                                                                             15    -5,     ,CALHOUN FALLS                                                                    ,-82.5883,15,161.5,SC,34.0905,-5,USC00381277,35.0,1983.0,2017.0,27,127.12950677496576,140.79481239742387,147.62685373894482,176.24675713068427,175.4431825159347,233.35592131515205,197.31441075950673,286.351291965907
1367,USC00381726  33.6634  -82.1897  121.9 SC CLARKS HILL 1 W                                                                           15    -5,     ,CLARKS HILL 1 W                                                                  ,-82.1897,15,121.9,SC,33.6634,-5,USC00381726,66.0,1952.0,2017.0,44,121.10471590562624,108.98096552643226,142.79365088875477,129.759785607864,173.82301194275783,162.75194248251793,199.2135765364521,192.94208094135624
1368,USC00381770  34.6603  -82.8236  251.2 SC CLEMSON UNIVERSITY                                                                        15    -5,     ,CLEMSON UNIVERSITY                                                               ,-82.8236,15,251.2,SC,34.6603,-5,USC00381770,45.0,1949.0,2017.0,30,121.03371811953276,110.06395875019565,139.1517557141843,119.65258960700733,163.6143595152429,130.6274421534276,182.7310880805352,137.90640469396777
1370,USC00384581  34.9830  -83.0677  762.0 SC JOCASSEE 8 WNW                                                                            15    -5,     ,JOCASSEE 8 WNW                                                                   ,-83.0677,15,762.0,SC,34.983,-5,USC00384581,70.0,1948.0,2017.0,40,187.74024578977358,176.4131021691656,217.95439713048026,199.30710599798556,259.44209174220134,229.0342724539919,292.4856920512318,251.37975216006208
1371,USC00384918  34.7356  -80.7884  162.2 SC LANCASTER 3 SW                                                                            15    -5,     ,LANCASTER 3 SW                                                                   ,-80.7884,15,162.2,SC,34.7356,-5,USC00384918,69.0,1948.0,2017.0,30,108.40859889440776,107.03657402444338,125.28791992648954,117.44846644060605,148.35038439287587,129.62834698805472,166.56606816531252,137.88408632825164
